duplicate_group_id,duplicate_class,n_rows,n_canonical_rows,group_representative_id,representative_is_canonical_member,n_identity_hashes,n_publications,n_entry_authors,n_log_D_finite,log_D_min,log_D_max,n_model_tier,log_D_spread,metal_states,duplicate_class_reason
DG000118,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4971,True,1,1,1,2,0.916334,0.916334,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000119,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5175,True,1,1,1,2,-0.310326,-0.310326,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000154,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5087,True,1,1,1,2,-1.14431,-1.14431,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000190,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5143,True,1,1,1,2,-0.146484,-0.146484,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000204,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5077,True,1,1,1,2,-0.375047,-0.375047,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000232,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5387,True,1,1,1,2,1.10076,1.10076,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000238,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5450,True,1,1,1,2,-0.0771958,-0.0771958,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000302,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5440,True,1,1,1,2,0.25503,0.25503,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000318,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5190,True,1,1,1,2,0.205068,0.205068,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000348,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5121,True,1,1,1,2,1.30872,1.30872,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000386,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5383,True,1,1,1,2,0.993121,0.993121,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000477,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5115,True,1,1,1,2,-1.79036,-1.79036,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000545,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5093,True,1,1,1,2,-1.51644,-1.51644,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000561,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5220,True,1,1,1,2,0.403403,0.403403,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000613,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4924,True,1,1,1,2,0.1639,0.1639,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000691,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5037,True,1,1,1,2,0.826075,0.826075,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000702,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5045,True,1,1,1,2,-1.78516,-1.78516,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000721,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5043,True,1,1,1,2,0.832509,0.832509,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000728,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5025,True,1,1,1,2,-0.00877392,-0.00877392,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000754,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5243,True,1,1,1,2,0.707396,0.707396,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000961,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5196,True,1,1,1,2,-0.0597889,-0.0597889,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000985,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5068,True,1,1,1,2,-0.136489,-0.136489,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000990,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5144,True,1,1,1,2,0.16419,0.16419,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG000994,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5385,True,1,1,1,2,1.09434,1.09434,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001011,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5245,True,1,1,1,2,0.980164,0.980164,1,0,Np(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001030,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5381,True,1,1,1,2,0.711468,0.711468,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001054,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5050,True,1,1,1,2,-0.472468,-0.472468,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001076,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4928,True,1,1,1,2,-1.46058,-1.46058,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001191,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5239,True,1,1,1,2,-0.0799673,-0.0799673,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001216,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5192,True,1,1,1,2,-0.0426166,-0.0426166,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001370,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5111,True,1,1,1,2,0.146802,0.146802,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001451,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5091,True,1,1,1,2,-0.218895,-0.218895,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001468,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5095,True,1,1,1,2,-0.3061,-0.3061,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001535,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4904,True,1,1,1,2,-1.96784,-1.96784,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001676,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5100,True,1,1,1,2,-2.14464,-2.14464,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001683,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4912,True,1,1,1,2,-0.716805,-0.716805,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001689,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5164,True,1,1,1,2,0.502913,0.502913,1,0,Th(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001709,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5185,True,1,1,1,2,-1.284,-1.284,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001807,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5232,True,1,1,1,2,0.0634548,0.0634548,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001818,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4988,True,1,1,1,2,-1.408,-1.408,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001833,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5330,True,1,1,1,2,0.899094,0.899094,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001937,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5418,True,1,1,1,2,0.288089,0.288089,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001986,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5139,True,1,1,1,2,0.62317,0.62317,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG001991,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5420,True,1,1,1,2,0.218229,0.218229,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002007,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5345,True,1,1,1,2,-0.277015,-0.277015,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002016,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4894,True,1,1,1,2,-1.97209,-1.97209,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002044,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5436,True,1,1,1,2,0.526503,0.526503,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002196,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5207,True,1,1,1,2,-0.788483,-0.788483,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002214,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4987,True,1,1,1,2,-2.33448,-2.33448,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002252,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5280,True,1,1,1,2,-0.108183,-0.108183,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002254,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5046,True,1,1,1,2,-1.27856,-1.27856,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002269,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5147,True,1,1,1,2,0.844144,0.844144,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002349,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5227,True,1,1,1,2,0.16576,0.16576,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002417,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5158,True,1,1,1,2,-0.738566,-0.738566,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002419,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4916,True,1,1,1,2,-1.57261,-1.57261,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002450,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5224,True,1,1,1,2,0.201758,0.201758,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002453,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5202,True,1,1,1,2,0.325461,0.325461,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002454,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5363,True,1,1,1,2,-1.27244,-1.27244,1,0,Pu(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002475,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5206,True,1,1,1,2,0.904168,0.904168,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002480,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5103,True,1,1,1,2,-0.122056,-0.122056,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002516,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5123,True,1,1,1,2,1.6085,1.6085,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002529,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5395,True,1,1,1,2,1.35703,1.35703,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002591,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5259,True,1,1,1,2,-0.822587,-0.822587,1,0,Np(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002642,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5300,True,1,1,1,2,0.303209,0.303209,1,0,Am(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002645,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5186,True,1,1,1,2,-0.721246,-0.721246,1,0,Pa(V),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002674,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5073,True,1,1,1,2,0.761895,0.761895,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002692,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5210,True,1,1,1,2,0.520911,0.520911,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002721,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5234,True,1,1,1,2,-0.0437551,-0.0437551,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002725,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:4963,True,1,1,1,2,-1.5358,-1.5358,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002751,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5136,True,1,1,1,2,-0.830112,-0.830112,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002822,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5074,True,1,1,1,2,-1.99849,-1.99849,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002858,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5393,True,1,1,1,2,0.956117,0.956117,1,0,Pu(IV),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG002892,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5072,True,1,1,1,2,0.26274,0.26274,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003015,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5130,True,1,1,1,2,0.776286,0.776286,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003019,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5236,True,1,1,1,2,-0.0267218,-0.0267218,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
DG003248,A_EXACT_DATABASE_DUPLICATE,2,1,SAE:5142,True,1,1,1,2,-0.790793,-0.790793,1,0,U(VI),"identical conditions, identical value and identical provenance -- the archive stores the same record more than once"
